Time, Probe0_Pressure, Probe1_Pressure, Probe2_Pressure
1.133028e+01, 1.480609e-01, 1.196446e-01, 1.249767e-01
1.134016e+01, 1.485096e-01, 1.192861e-01, 1.245147e-01
1.135025e+01, 1.489795e-01, 1.186432e-01, 1.242489e-01
1.136028e+01, 1.495496e-01, 1.177764e-01, 1.241836e-01
1.137029e+01, 1.500213e-01, 1.168500e-01, 1.242082e-01
1.138002e+01, 1.500350e-01, 1.160240e-01, 1.241522e-01
1.139011e+01, 1.494766e-01, 1.152792e-01, 1.239066e-01
1.140022e+01, 1.487095e-01, 1.146063e-01, 1.235407e-01
1.141002e+01, 1.481208e-01, 1.139943e-01, 1.232490e-01
1.142012e+01, 1.477325e-01, 1.134293e-01, 1.231267e-01
1.143021e+01, 1.475031e-01, 1.130027e-01, 1.231559e-01
1.144028e+01, 1.471012e-01, 1.128074e-01, 1.232922e-01
1.145002e+01, 1.463094e-01, 1.129357e-01, 1.235898e-01
1.146008e+01, 1.452990e-01, 1.134436e-01, 1.241497e-01
1.147013e+01, 1.444897e-01, 1.142109e-01, 1.248585e-01
1.148018e+01, 1.442124e-01, 1.149034e-01, 1.253944e-01
1.149022e+01, 1.445810e-01, 1.151282e-01, 1.254464e-01
1.150000e+01, 1.452753e-01, 1.147074e-01, 1.249640e-01
1.151002e+01, 1.459660e-01, 1.137355e-01, 1.241132e-01
1.152002e+01, 1.465454e-01, 1.125207e-01, 1.231997e-01
1.153000e+01, 1.470076e-01, 1.113555e-01, 1.224327e-01
1.154028e+01, 1.473066e-01, 1.104352e-01, 1.218091e-01
1.155023e+01, 1.474410e-01, 1.099193e-01, 1.212306e-01
1.156014e+01, 1.474945e-01, 1.096387e-01, 1.205339e-01
1.157003e+01, 1.475409e-01, 1.093960e-01, 1.196660e-01
1.158020e+01, 1.475930e-01, 1.093840e-01, 1.186343e-01
1.159002e+01, 1.475361e-01, 1.100859e-01, 1.175737e-01
1.160012e+01, 1.473251e-01, 1.117203e-01, 1.164830e-01
1.161019e+01, 1.471296e-01, 1.142925e-01, 1.154288e-01
1.162024e+01, 1.470866e-01, 1.182373e-01, 1.144144e-01
1.163023e+01, 1.471287e-01, 1.236727e-01, 1.134334e-01
1.164017e+01, 1.471213e-01, 1.292731e-01, 1.124921e-01
1.165005e+01, 1.469965e-01, 1.331167e-01, 1.116286e-01
1.166017e+01, 1.467628e-01, 1.345654e-01, 1.108783e-01
1.167021e+01, 1.464571e-01, 1.343397e-01, 1.102991e-01
1.168019e+01, 1.461593e-01, 1.337774e-01, 1.098607e-01
1.169015e+01, 1.460922e-01, 1.335242e-01, 1.094849e-01
1.170009e+01, 1.464295e-01, 1.336583e-01, 1.090855e-01
1.171025e+01, 1.470115e-01, 1.340158e-01, 1.085963e-01
1.172004e+01, 1.473986e-01, 1.342110e-01, 1.080546e-01
1.173006e+01, 1.474668e-01, 1.342621e-01, 1.074918e-01
1.174005e+01, 1.473603e-01, 1.342766e-01, 1.069965e-01
1.175005e+01, 1.472283e-01, 1.343233e-01, 1.065962e-01
1.176007e+01, 1.471110e-01, 1.344915e-01, 1.062500e-01
1.177011e+01, 1.469859e-01, 1.348411e-01, 1.058811e-01
1.178013e+01, 1.468177e-01, 1.353471e-01, 1.054423e-01
1.179011e+01, 1.465988e-01, 1.360088e-01, 1.049519e-01
1.180006e+01, 1.463335e-01, 1.369476e-01, 1.044704e-01
1.181024e+01, 1.460205e-01, 1.383256e-01, 1.040400e-01
1.182010e+01, 1.456961e-01, 1.398941e-01, 1.036975e-01
1.183020e+01, 1.453672e-01, 1.412446e-01, 1.033975e-01
1.184024e+01, 1.450595e-01, 1.419820e-01, 1.031128e-01
1.185022e+01, 1.447521e-01, 1.422848e-01, 1.028196e-01
1.186013e+01, 1.444175e-01, 1.425744e-01, 1.025135e-01
1.187026e+01, 1.440568e-01, 1.429984e-01, 1.021885e-01
1.188006e+01, 1.437672e-01, 1.432917e-01, 1.018712e-01
1.189009e+01, 1.436536e-01, 1.431750e-01, 1.015654e-01
1.190010e+01, 1.437902e-01, 1.425945e-01, 1.013095e-01
1.191011e+01, 1.441413e-01, 1.417500e-01, 1.011274e-01
1.192012e+01, 1.446132e-01, 1.408499e-01, 1.010227e-01
1.193015e+01, 1.450517e-01, 1.399603e-01, 1.009470e-01
1.194023e+01, 1.452378e-01, 1.390226e-01, 1.007808e-01
1.195008e+01, 1.450383e-01, 1.379778e-01, 1.004512e-01
1.196001e+01, 1.444533e-01, 1.367788e-01, 1.000552e-01
1.197001e+01, 1.435390e-01, 1.354857e-01, 9.976378e-02
1.198018e+01, 1.424326e-01, 1.341902e-01, 9.955137e-02
1.199002e+01, 1.414563e-01, 1.330431e-01, 9.940509e-02
1.200000e+01, 1.408262e-01, 1.320505e-01, 9.958277e-02
1.201021e+01, 1.406684e-01, 1.312573e-01, 9.996697e-02
1.202005e+01, 1.408907e-01, 1.307176e-01, 9.980646e-02
1.203012e+01, 1.412398e-01, 1.303722e-01, 9.945479e-02
1.204016e+01, 1.414233e-01, 1.301976e-01, 1.000574e-01
1.205016e+01, 1.414022e-01, 1.301352e-01, 1.005763e-01
1.206014e+01, 1.414206e-01, 1.300812e-01, 1.002578e-01
1.207007e+01, 1.415176e-01, 1.299336e-01, 1.022860e-01
1.208023e+01, 1.413153e-01, 1.297485e-01, 1.081997e-01
1.209005e+01, 1.405841e-01, 1.298088e-01, 1.132734e-01
1.210009e+01, 1.394878e-01, 1.303563e-01, 1.148457e-01
1.211007e+01, 1.383704e-01, 1.312849e-01, 1.151723e-01
1.212001e+01, 1.374098e-01, 1.321640e-01, 1.175706e-01
1.213019e+01, 1.366431e-01, 1.326032e-01, 1.222303e-01
1.214005e+01, 1.361130e-01, 1.324829e-01, 1.263389e-01
1.215016e+01, 1.357442e-01, 1.319735e-01, 1.280910e-01
1.216026e+01, 1.354816e-01, 1.313506e-01, 1.273160e-01
1.217006e+01, 1.352926e-01, 1.308789e-01, 1.252538e-01
1.218014e+01, 1.351651e-01, 1.306825e-01, 1.230315e-01
1.219023e+01, 1.350825e-01, 1.307683e-01, 1.214316e-01
1.220007e+01, 1.349644e-01, 1.309907e-01, 1.207279e-01
1.221021e+01, 1.347236e-01, 1.312777e-01, 1.209877e-01
1.222011e+01, 1.343592e-01, 1.316968e-01, 1.219588e-01
1.223002e+01, 1.338699e-01, 1.323577e-01, 1.229509e-01
1.224008e+01, 1.332600e-01, 1.331506e-01, 1.234617e-01
1.225024e+01, 1.325619e-01, 1.337208e-01, 1.235356e-01
1.226026e+01, 1.318305e-01, 1.337703e-01, 1.234654e-01
1.227015e+01, 1.311004e-01, 1.333316e-01, 1.233293e-01
1.228020e+01, 1.303893e-01, 1.326241e-01, 1.230149e-01
1.229015e+01, 1.297518e-01, 1.318836e-01, 1.225068e-01
1.230002e+01, 1.292188e-01, 1.311742e-01, 1.219242e-01
1.231005e+01, 1.287913e-01, 1.304139e-01, 1.213408e-01
1.232024e+01, 1.284600e-01, 1.295206e-01, 1.207916e-01
1.233011e+01, 1.282170e-01, 1.285428e-01, 1.203914e-01
1.234017e+01, 1.280230e-01, 1.275207e-01, 1.202165e-01
1.235019e+01, 1.278687e-01, 1.265987e-01, 1.202848e-01
1.236018e+01, 1.277463e-01, 1.258524e-01, 1.205438e-01
1.237017e+01, 1.276383e-01, 1.252582e-01, 1.209726e-01
1.238018e+01, 1.274756e-01, 1.247062e-01, 1.214841e-01
1.239023e+01, 1.271849e-01, 1.241145e-01, 1.218682e-01
1.240009e+01, 1.268023e-01, 1.235583e-01, 1.221045e-01
1.241001e+01, 1.264219e-01, 1.231560e-01, 1.225973e-01
1.242025e+01, 1.261042e-01, 1.229421e-01, 1.237614e-01
1.243003e+01, 1.258669e-01, 1.228845e-01, 1.251854e-01
1.244012e+01, 1.256708e-01, 1.231401e-01, 1.261962e-01
1.245002e+01, 1.255268e-01, 1.241765e-01, 1.263462e-01
1.246024e+01, 1.254184e-01, 1.264394e-01, 1.258902e-01
1.247001e+01, 1.252966e-01, 1.294015e-01, 1.253040e-01
1.248013e+01, 1.250526e-01, 1.322904e-01, 1.247015e-01
1.249006e+01, 1.246790e-01, 1.340293e-01, 1.242507e-01
1.250000e+01, 1.243080e-01, 1.343936e-01, 1.242533e-01
1.251009e+01, 1.240990e-01, 1.336839e-01, 1.250369e-01
1.252025e+01, 1.240594e-01, 1.324328e-01, 1.264735e-01
1.253020e+01, 1.240199e-01, 1.311243e-01, 1.279677e-01
1.254022e+01, 1.238223e-01, 1.299538e-01, 1.290386e-01
1.255005e+01, 1.235218e-01, 1.290312e-01, 1.295002e-01
1.256025e+01, 1.234206e-01, 1.283273e-01, 1.297158e-01
1.257026e+01, 1.238399e-01, 1.278683e-01, 1.304000e-01
1.258006e+01, 1.246449e-01, 1.275771e-01, 1.320262e-01
1.259023e+01, 1.253876e-01, 1.273224e-01, 1.347644e-01
1.260018e+01, 1.256129e-01, 1.269792e-01, 1.377690e-01
1.261021e+01, 1.253293e-01, 1.264246e-01, 1.402050e-01
1.262030e+01, 1.247966e-01, 1.256179e-01, 1.415251e-01
1.263015e+01, 1.242538e-01, 1.246460e-01, 1.414386e-01
1.264005e+01, 1.237159e-01, 1.236037e-01, 1.401447e-01
1.265023e+01, 1.230991e-01, 1.225966e-01, 1.384075e-01
1.266001e+01, 1.223963e-01, 1.217658e-01, 1.371549e-01
1.267001e+01, 1.215805e-01, 1.210641e-01, 1.365397e-01
1.268021e+01, 1.207028e-01, 1.204573e-01, 1.362455e-01
1.269002e+01, 1.198740e-01, 1.199422e-01, 1.360008e-01
1.270005e+01, 1.190966e-01, 1.195047e-01, 1.361753e-01
1.271002e+01, 1.184235e-01, 1.192293e-01, 1.374835e-01
1.272022e+01, 1.178401e-01, 1.191906e-01, 1.399531e-01
1.273010e+01, 1.173662e-01, 1.194064e-01, 1.422677e-01
1.274024e+01, 1.169762e-01, 1.198368e-01, 1.432844e-01
1.275010e+01, 1.166996e-01, 1.204136e-01, 1.427748e-01
1.276024e+01, 1.165385e-01, 1.211679e-01, 1.414614e-01
1.277009e+01, 1.165553e-01, 1.219852e-01, 1.401882e-01
1.278024e+01, 1.168611e-01, 1.226351e-01, 1.392632e-01
1.279012e+01, 1.175284e-01, 1.228282e-01, 1.387226e-01
1.280005e+01, 1.184617e-01, 1.228398e-01, 1.384248e-01
1.281002e+01, 1.193127e-01, 1.235206e-01, 1.384968e-01
1.282005e+01, 1.196942e-01, 1.255315e-01, 1.389801e-01
1.283016e+01, 1.194518e-01, 1.284093e-01, 1.397603e-01
1.284004e+01, 1.187386e-01, 1.307737e-01, 1.412217e-01
1.285024e+01, 1.177875e-01, 1.317890e-01, 1.438836e-01
1.286011e+01, 1.169131e-01, 1.314378e-01, 1.480831e-01
1.287023e+01, 1.162045e-01, 1.303556e-01, 1.548802e-01
1.288002e+01, 1.157008e-01, 1.291710e-01, 1.617039e-01
1.289009e+01, 1.152709e-01, 1.280788e-01, 1.649164e-01
1.290013e+01, 1.148249e-01, 1.271322e-01, 1.643277e-01
1.291016e+01, 1.143477e-01, 1.262785e-01, 1.629831e-01
1.292018e+01, 1.139805e-01, 1.254945e-01, 1.621616e-01
1.293018e+01, 1.139623e-01, 1.247784e-01, 1.617366e-01
1.294017e+01, 1.143332e-01, 1.241215e-01, 1.614692e-01
1.295013e+01, 1.148172e-01, 1.235124e-01, 1.612657e-01
1.296008e+01, 1.151297e-01, 1.229464e-01, 1.610481e-01
1.297003e+01, 1.152080e-01, 1.224189e-01, 1.608569e-01
1.298000e+01, 1.151428e-01, 1.219316e-01, 1.609007e-01
1.299027e+01, 1.150661e-01, 1.215100e-01, 1.612461e-01
1.300000e+01, 1.151155e-01, 1.213026e-01, 1.615421e-01
1.301001e+01, 1.154063e-01, 1.214901e-01, 1.614840e-01
1.302004e+01, 1.160157e-01, 1.222827e-01, 1.610071e-01
1.303003e+01, 1.169112e-01, 1.236937e-01, 1.602126e-01
1.304024e+01, 1.179534e-01, 1.255242e-01, 1.591706e-01
1.305012e+01, 1.188746e-01, 1.272683e-01, 1.580483e-01
1.306000e+01, 1.195415e-01, 1.286274e-01, 1.569510e-01
1.307016e+01, 1.198892e-01, 1.294436e-01, 1.559426e-01
1.308007e+01, 1.199573e-01, 1.296746e-01, 1.550505e-01
1.309004e+01, 1.198835e-01, 1.294297e-01, 1.541595e-01
1.310010e+01, 1.197144e-01, 1.288010e-01, 1.532717e-01
1.311027e+01, 1.193826e-01, 1.279280e-01, 1.524492e-01
1.312025e+01, 1.188279e-01, 1.270724e-01, 1.516828e-01
1.313030e+01, 1.180519e-01, 1.264706e-01, 1.508658e-01
1.314011e+01, 1.172048e-01, 1.262683e-01, 1.500462e-01
1.315022e+01, 1.164462e-01, 1.263686e-01, 1.492871e-01
1.316029e+01, 1.159952e-01, 1.265421e-01, 1.486440e-01
1.317005e+01, 1.159227e-01, 1.266209e-01, 1.480550e-01
1.318009e+01, 1.161750e-01, 1.266057e-01, 1.474272e-01
1.319013e+01, 1.166453e-01, 1.265604e-01, 1.467942e-01
1.320014e+01, 1.172013e-01, 1.265801e-01, 1.462053e-01
1.321011e+01, 1.177140e-01, 1.267262e-01, 1.457067e-01
1.322005e+01, 1.180979e-01, 1.269573e-01, 1.453248e-01
1.323025e+01, 1.183766e-01, 1.273834e-01, 1.450455e-01
1.324014e+01, 1.186501e-01, 1.282205e-01, 1.448567e-01
1.325028e+01, 1.190196e-01, 1.293773e-01, 1.447014e-01
1.326012e+01, 1.193975e-01, 1.307542e-01, 1.445108e-01
1.327021e+01, 1.196925e-01, 1.333188e-01, 1.441891e-01
1.328001e+01, 1.198990e-01, 1.371552e-01, 1.437466e-01
1.329010e+01, 1.201271e-01, 1.407422e-01, 1.432521e-01
1.330020e+01, 1.203702e-01, 1.422672e-01, 1.428584e-01
1.331002e+01, 1.204796e-01, 1.420428e-01, 1.426631e-01
1.332015e+01, 1.203489e-01, 1.412836e-01, 1.426287e-01
1.333002e+01, 1.201102e-01, 1.407440e-01, 1.426155e-01
1.334020e+01, 1.200857e-01, 1.403617e-01, 1.424586e-01
1.335011e+01, 1.204855e-01, 1.398319e-01, 1.421038e-01
1.336002e+01, 1.211456e-01, 1.390594e-01, 1.415867e-01
1.337017e+01, 1.216935e-01, 1.382380e-01, 1.409540e-01
1.338029e+01, 1.218332e-01, 1.376219e-01, 1.402686e-01
1.339009e+01, 1.216391e-01, 1.373191e-01, 1.395727e-01
1.340018e+01, 1.213764e-01, 1.373940e-01, 1.388285e-01
1.341028e+01, 1.212497e-01, 1.378828e-01, 1.380645e-01
1.342012e+01, 1.212168e-01, 1.385330e-01, 1.373389e-01
1.343001e+01, 1.211115e-01, 1.389759e-01, 1.366845e-01
1.344026e+01, 1.208573e-01, 1.389938e-01, 1.361280e-01
1.345027e+01, 1.205902e-01, 1.386479e-01, 1.357005e-01
1.346006e+01, 1.204999e-01, 1.380959e-01, 1.353572e-01
1.347021e+01, 1.206676e-01, 1.373986e-01, 1.350397e-01
1.348013e+01, 1.209917e-01, 1.366996e-01, 1.347560e-01
1.349011e+01, 1.212804e-01, 1.360509e-01, 1.345041e-01
1.350000e+01, 1.213753e-01, 1.354348e-01, 1.342806e-01
1.351003e+01, 1.212456e-01, 1.347795e-01, 1.340397e-01
1.352004e+01, 1.209675e-01, 1.341218e-01, 1.337281e-01
1.353004e+01, 1.206351e-01, 1.335350e-01, 1.333052e-01
1.354002e+01, 1.202939e-01, 1.330330e-01, 1.327609e-01
1.355029e+01, 1.199692e-01, 1.325500e-01, 1.320883e-01
1.356026e+01, 1.197372e-01, 1.320589e-01, 1.313578e-01
1.357024e+01, 1.196181e-01, 1.315042e-01, 1.305916e-01
1.358023e+01, 1.196419e-01, 1.308585e-01, 1.298346e-01
1.359025e+01, 1.199234e-01, 1.301461e-01, 1.291280e-01
1.360029e+01, 1.205214e-01, 1.294608e-01, 1.285008e-01
1.361007e+01, 1.212866e-01, 1.289244e-01, 1.279785e-01
1.362014e+01, 1.222819e-01, 1.285458e-01, 1.275172e-01
1.363023e+01, 1.236042e-01, 1.283083e-01, 1.270987e-01
1.364030e+01, 1.249123e-01, 1.281516e-01, 1.266909e-01
1.365004e+01, 1.261733e-01, 1.280374e-01, 1.263106e-01
1.366007e+01, 1.288349e-01, 1.279419e-01, 1.259860e-01
1.367008e+01, 1.329865e-01, 1.278656e-01, 1.257890e-01
1.368009e+01, 1.363797e-01, 1.278084e-01, 1.257279e-01
1.369013e+01, 1.380693e-01, 1.277661e-01, 1.257543e-01
1.370019e+01, 1.388814e-01, 1.277279e-01, 1.258175e-01
1.371000e+01, 1.392501e-01, 1.276818e-01, 1.259030e-01
1.372005e+01, 1.390465e-01, 1.276065e-01, 1.260088e-01
1.373025e+01, 1.382735e-01, 1.274659e-01, 1.260655e-01
1.374027e+01, 1.372775e-01, 1.272181e-01, 1.259478e-01
1.375017e+01, 1.364167e-01, 1.268385e-01, 1.255726e-01
1.376028e+01, 1.357707e-01, 1.263304e-01, 1.249234e-01
1.377007e+01, 1.351731e-01, 1.257840e-01, 1.241083e-01
1.378016e+01, 1.344642e-01, 1.252383e-01, 1.231762e-01
1.379002e+01, 1.337856e-01, 1.247554e-01, 1.222668e-01
1.380028e+01, 1.331558e-01, 1.242800e-01, 1.213913e-01
1.381010e+01, 1.325526e-01, 1.237946e-01, 1.206506e-01
1.382007e+01, 1.318607e-01, 1.232305e-01, 1.200020e-01
1.383016e+01, 1.310974e-01, 1.226038e-01, 1.194641e-01
1.384012e+01, 1.304102e-01, 1.219991e-01, 1.190491e-01
1.385001e+01, 1.298577e-01, 1.215050e-01, 1.187186e-01
1.386017e+01, 1.293430e-01, 1.211796e-01, 1.184090e-01
1.387003e+01, 1.288402e-01, 1.210636e-01, 1.181037e-01
1.388021e+01, 1.283406e-01, 1.211317e-01, 1.177825e-01
1.389009e+01, 1.278344e-01, 1.213386e-01, 1.174824e-01
1.390021e+01, 1.273980e-01, 1.216336e-01, 1.171989e-01
1.391000e+01, 1.273404e-01, 1.219241e-01, 1.169419e-01
1.392008e+01, 1.275737e-01, 1.221454e-01, 1.166810e-01
1.393017e+01, 1.280257e-01, 1.222183e-01, 1.164110e-01
1.394002e+01, 1.293576e-01, 1.221058e-01, 1.161313e-01
1.395026e+01, 1.322871e-01, 1.217876e-01, 1.158292e-01
1.396030e+01, 1.357779e-01, 1.212982e-01, 1.155138e-01
1.397014e+01, 1.382331e-01, 1.206912e-01, 1.151754e-01
1.398027e+01, 1.394232e-01, 1.199832e-01, 1.148106e-01
1.399001e+01, 1.401315e-01, 1.192649e-01, 1.144870e-01
1.400000e+01, 1.410127e-01, 1.185404e-01, 1.142288e-01
1.401003e+01, 1.420140e-01, 1.178937e-01, 1.140433e-01
1.402012e+01, 1.429935e-01, 1.174001e-01, 1.138746e-01
1.403027e+01, 1.439049e-01, 1.171030e-01, 1.136335e-01
1.404021e+01, 1.447507e-01, 1.169866e-01, 1.132445e-01
1.405024e+01, 1.456142e-01, 1.169920e-01, 1.126707e-01
1.406030e+01, 1.463534e-01, 1.171207e-01, 1.119739e-01
1.407005e+01, 1.471042e-01, 1.174580e-01, 1.112809e-01
1.408012e+01, 1.481818e-01, 1.181500e-01, 1.106291e-01
1.409019e+01, 1.497708e-01, 1.191884e-01, 1.100704e-01
1.410023e+01, 1.523856e-01, 1.203629e-01, 1.095868e-01
1.411025e+01, 1.543351e-01, 1.213657e-01, 1.091535e-01
1.412025e+01, 1.540391e-01, 1.219971e-01, 1.087620e-01
1.413024e+01, 1.526188e-01, 1.222576e-01, 1.084146e-01
1.414020e+01, 1.513806e-01, 1.222440e-01, 1.081002e-01
1.415016e+01, 1.504957e-01, 1.220132e-01, 1.077905e-01
1.416012e+01, 1.499105e-01, 1.215803e-01, 1.074653e-01
1.417007e+01, 1.494958e-01, 1.209906e-01, 1.071406e-01
1.418004e+01, 1.490867e-01, 1.203060e-01, 1.068729e-01
1.419001e+01, 1.487200e-01, 1.195357e-01, 1.067292e-01
1.420031e+01, 1.483491e-01, 1.186567e-01, 1.067501e-01
1.421031e+01, 1.479444e-01, 1.178620e-01, 1.069260e-01
1.422002e+01, 1.476078e-01, 1.173992e-01, 1.071978e-01
1.423007e+01, 1.472848e-01, 1.174685e-01, 1.074920e-01
1.424011e+01, 1.468957e-01, 1.182318e-01, 1.076653e-01
1.425016e+01, 1.465484e-01, 1.198376e-01, 1.076169e-01
1.426022e+01, 1.463629e-01, 1.224298e-01, 1.073900e-01
1.427030e+01, 1.463701e-01, 1.259016e-01, 1.071481e-01
1.428007e+01, 1.465414e-01, 1.296856e-01, 1.069896e-01
1.429016e+01, 1.468691e-01, 1.336056e-01, 1.068094e-01
1.430024e+01, 1.473236e-01, 1.374459e-01, 1.064781e-01
1.431001e+01, 1.478087e-01, 1.410349e-01, 1.060833e-01
1.432007e+01, 1.481687e-01, 1.441778e-01, 1.058783e-01
1.433013e+01, 1.481993e-01, 1.462381e-01, 1.061135e-01
1.434018e+01, 1.478049e-01, 1.470420e-01, 1.067643e-01
1.435022e+01, 1.469843e-01, 1.468129e-01, 1.075885e-01
1.436027e+01, 1.458457e-01, 1.459482e-01, 1.083096e-01
1.437002e+01, 1.445918e-01, 1.448853e-01, 1.087503e-01
1.438009e+01, 1.432665e-01, 1.438874e-01, 1.089418e-01
1.439018e+01, 1.420411e-01, 1.431636e-01, 1.090043e-01
1.440029e+01, 1.411003e-01, 1.426686e-01, 1.090532e-01
1.441010e+01, 1.405435e-01, 1.422209e-01, 1.090414e-01
1.442025e+01, 1.401858e-01, 1.415747e-01, 1.088729e-01
1.443011e+01, 1.398394e-01, 1.407275e-01, 1.086456e-01
1.444026e+01, 1.394278e-01, 1.398414e-01, 1.085801e-01
1.445007e+01, 1.390470e-01, 1.391070e-01, 1.086905e-01
1.446015e+01, 1.387596e-01, 1.382867e-01, 1.086763e-01
1.447018e+01, 1.386080e-01, 1.374391e-01, 1.084148e-01
1.448015e+01, 1.385361e-01, 1.373529e-01, 1.083047e-01
1.449007e+01, 1.385243e-01, 1.386386e-01, 1.086685e-01
1.450000e+01, 1.386564e-01, 1.406006e-01, 1.091793e-01
1.451012e+01, 1.390456e-01, 1.418715e-01, 1.096049e-01
1.452019e+01, 1.396675e-01, 1.418159e-01, 1.109072e-01
1.453023e+01, 1.403309e-01, 1.409049e-01, 1.143380e-01
1.454024e+01, 1.408641e-01, 1.398015e-01, 1.194226e-01
1.455023e+01, 1.412432e-01, 1.388221e-01, 1.242654e-01
1.456020e+01, 1.414976e-01, 1.380023e-01, 1.278239e-01
1.457017e+01, 1.415800e-01, 1.373332e-01, 1.305244e-01
1.458013e+01, 1.413696e-01, 1.368411e-01, 1.329223e-01
1.459010e+01, 1.408071e-01, 1.365420e-01, 1.349433e-01
1.460009e+01, 1.399553e-01, 1.364048e-01, 1.362758e-01
1.461009e+01, 1.389092e-01, 1.363400e-01, 1.368316e-01
1.462010e+01, 1.378006e-01, 1.362131e-01, 1.368524e-01
1.463007e+01, 1.367629e-01, 1.359110e-01, 1.366889e-01
1.464001e+01, 1.358344e-01, 1.354191e-01, 1.364451e-01
1.465021e+01, 1.350004e-01, 1.348198e-01, 1.359574e-01
1.466007e+01, 1.343098e-01, 1.343087e-01, 1.350998e-01
1.467018e+01, 1.337028e-01, 1.339938e-01, 1.338103e-01
1.468024e+01, 1.332237e-01, 1.339338e-01, 1.323088e-01
1.469024e+01, 1.329080e-01, 1.340428e-01, 1.308820e-01
1.470020e+01, 1.327846e-01, 1.341673e-01, 1.297443e-01
1.471011e+01, 1.328916e-01, 1.341899e-01, 1.288585e-01
1.472026e+01, 1.332460e-01, 1.340687e-01, 1.281127e-01
1.473008e+01, 1.337437e-01, 1.338112e-01, 1.275068e-01
1.474014e+01, 1.342515e-01, 1.333964e-01, 1.270120e-01
1.475015e+01, 1.346023e-01, 1.328426e-01, 1.266553e-01
1.476011e+01, 1.347380e-01, 1.322259e-01, 1.263620e-01
1.477004e+01, 1.346953e-01, 1.316625e-01, 1.259987e-01
1.478021e+01, 1.345616e-01, 1.312212e-01, 1.254966e-01
1.479007e+01, 1.344238e-01, 1.309200e-01, 1.249743e-01
1.480019e+01, 1.342761e-01, 1.306746e-01, 1.246807e-01
1.481001e+01, 1.340710e-01, 1.304351e-01, 1.248851e-01
1.482009e+01, 1.337517e-01, 1.301545e-01, 1.254955e-01
1.483015e+01, 1.333508e-01, 1.298300e-01, 1.261388e-01
1.484019e+01, 1.329346e-01, 1.294646e-01, 1.266856e-01
1.485019e+01, 1.325398e-01, 1.290699e-01, 1.272457e-01
1.486015e+01, 1.321734e-01, 1.286597e-01, 1.275481e-01
1.487007e+01, 1.318169e-01, 1.282485e-01, 1.272077e-01
1.488024e+01, 1.313985e-01, 1.278680e-01, 1.267665e-01
1.489011e+01, 1.308732e-01, 1.276377e-01, 1.274688e-01
1.490024e+01, 1.301992e-01, 1.276577e-01, 1.295080e-01
1.491008e+01, 1.294501e-01, 1.279260e-01, 1.314495e-01
1.492018e+01, 1.286483e-01, 1.282857e-01, 1.322869e-01
1.493026e+01, 1.279001e-01, 1.284960e-01, 1.320825e-01
1.494005e+01, 1.272969e-01, 1.284370e-01, 1.314791e-01
1.495007e+01, 1.268555e-01, 1.281332e-01, 1.308260e-01
1.496004e+01, 1.266427e-01, 1.276727e-01, 1.302309e-01
1.497023e+01, 1.266837e-01, 1.271042e-01, 1.296173e-01
1.498009e+01, 1.269088e-01, 1.264878e-01, 1.289727e-01
1.499017e+01, 1.271805e-01, 1.258153e-01, 1.283327e-01
1.500000e+01, 1.273371e-01, 1.251466e-01, 1.278026e-01
1.501025e+01, 1.272887e-01, 1.244622e-01, 1.273826e-01
1.502021e+01, 1.270085e-01, 1.238199e-01, 1.271883e-01
1.503016e+01, 1.265120e-01, 1.231971e-01, 1.272890e-01
1.504011e+01, 1.258375e-01, 1.225814e-01, 1.275664e-01
1.505009e+01, 1.250445e-01, 1.219614e-01, 1.277936e-01
1.506009e+01, 1.241973e-01, 1.213357e-01, 1.280109e-01
1.507014e+01, 1.233533e-01, 1.207158e-01, 1.285644e-01
1.508011e+01, 1.225766e-01, 1.201278e-01, 1.294567e-01
1.509020e+01, 1.219040e-01, 1.195794e-01, 1.300051e-01
1.510016e+01, 1.213843e-01, 1.191045e-01, 1.297310e-01
1.511002e+01, 1.210058e-01, 1.187178e-01, 1.296078e-01
1.512004e+01, 1.207199e-01, 1.184245e-01, 1.313141e-01
1.513024e+01, 1.204945e-01, 1.182385e-01, 1.349055e-01
1.514014e+01, 1.203352e-01, 1.181670e-01, 1.382624e-01
1.515002e+01, 1.202337e-01, 1.181917e-01, 1.409996e-01
1.516016e+01, 1.201579e-01, 1.182947e-01, 1.442752e-01
1.517008e+01, 1.200510e-01, 1.184452e-01, 1.475094e-01
1.518006e+01, 1.198566e-01, 1.186114e-01, 1.494713e-01
1.519012e+01, 1.195708e-01, 1.187443e-01, 1.500341e-01
1.520003e+01, 1.192310e-01, 1.187891e-01, 1.499676e-01
1.521005e+01, 1.188797e-01, 1.187285e-01, 1.500013e-01
1.522022e+01, 1.185445e-01, 1.186012e-01, 1.503188e-01
1.523000e+01, 1.182266e-01, 1.184999e-01, 1.506225e-01
1.524021e+01, 1.178866e-01, 1.184945e-01, 1.506167e-01
1.525004e+01, 1.175305e-01, 1.185997e-01, 1.503132e-01
1.526004e+01, 1.171456e-01, 1.187697e-01, 1.499420e-01
1.527021e+01, 1.167812e-01, 1.189486e-01, 1.496431e-01
1.528026e+01, 1.164757e-01, 1.191198e-01, 1.495144e-01
1.529017e+01, 1.162083e-01, 1.193166e-01, 1.496325e-01
1.530003e+01, 1.159693e-01, 1.195521e-01, 1.499518e-01
1.531008e+01, 1.157545e-01, 1.197653e-01, 1.503488e-01
